Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Accelerator Pedal Angle (%),Combined Throttle Request (D2WD610H diagnostic)* (%),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Manifold Absolute Pressure (kPa)
287530,14.40,7,55,0.60,1344,14.58,30016,1.01,1.9795,15.00,22,13.60,7.84,0.0000,0.00,7.52,1328.1,9,35
287634,14.40,7,55,0.60,1345,14.59,29952,1.01,1.9810,15.00,22,13.37,7.45,0.0000,0.00,7.51,1328.1,9,35
287737,14.40,7,55,0.60,1353,14.55,29824,1.01,1.9785,15.00,22,13.38,7.45,0.0000,0.00,7.52,1328.1,9,35
287841,14.32,7,55,0.60,1347,14.33,28480,1.01,1.9740,15.00,22,13.49,7.45,0.0000,0.00,7.51,1328.1,9,35
287945,14.40,7,55,0.60,1351,14.34,29952,1.01,1.9723,15.00,22,13.35,7.45,0.0000,0.00,7.51,1328.1,9,35
288049,14.40,7,55,0.60,1352,14.57,29952,1.01,1.9728,15.00,22,13.39,7.45,0.0000,0.00,7.51,1328.1,9,35
288152,14.40,7,55,0.60,1349,14.55,30016,1.01,1.9703,15.00,22,13.50,7.84,0.0000,0.00,7.51,1328.1,9,35
288257,14.32,7,55,0.60,1352,14.59,30016,1.01,1.9683,15.00,22,13.49,7.45,0.0000,0.00,7.51,1328.1,9,35
288360,14.40,7,55,0.60,1361,14.57,29888,1.01,1.9670,15.00,22,13.49,7.84,0.0000,0.00,7.51,1328.1,9,35
288465,14.40,7,55,0.60,1357,14.55,30016,1.01,1.9660,15.00,22,13.37,7.45,0.0000,0.00,7.51,1328.1,9,35
288568,14.40,7,55,0.60,1360,14.58,30016,1.01,1.9635,15.00,22,13.40,7.84,0.0000,0.00,7.51,1328.1,9,35
288673,14.32,7,55,0.60,1360,14.58,29888,1.01,1.9600,15.00,22,13.57,7.45,0.0000,0.00,7.52,1328.1,9,35
288776,14.32,7,55,0.59,1357,14.54,30144,1.01,1.9572,15.00,22,13.37,7.45,0.0000,0.00,7.51,1328.1,9,35
288880,14.16,7,55,0.59,1352,14.62,30016,1.01,1.9547,15.00,22,13.24,7.45,0.0000,0.00,7.51,1328.1,9,35
288984,14.40,7,55,0.59,1355,14.37,26816,1.01,1.9527,15.00,22,13.39,7.84,0.0000,0.00,7.51,1328.1,9,35
289088,14.24,7,55,0.59,1350,14.08,26752,1.01,1.9535,15.00,22,13.29,7.45,0.0000,0.00,7.52,1328.1,9,35
289192,14.32,7,55,0.59,1354,14.53,30016,1.01,1.9513,15.00,22,13.36,7.45,0.0000,0.00,7.51,1328.1,9,35
289296,14.32,7,55,0.59,1360,14.59,29888,1.01,1.9510,15.00,22,13.51,7.45,0.0000,0.00,7.51,1328.1,9,35
289401,14.40,7,55,0.59,1352,14.57,29760,1.01,1.9540,15.00,22,13.30,7.84,0.0000,0.00,7.51,1328.1,9,35
289505,14.40,7,55,0.59,1348,14.56,30080,1.01,1.9563,15.00,22,13.37,7.45,0.0000,0.00,7.51,1328.1,9,35
289609,14.32,7,55,0.60,1354,14.59,29888,1.01,1.9585,15.00,22,13.44,7.84,0.0000,0.00,7.51,1328.1,9,35
289713,14.40,7,55,0.60,1344,14.57,29888,1.01,1.9598,15.00,22,13.33,7.45,0.0000,0.00,7.51,1328.1,9,35
289817,14.32,7,55,0.60,1346,14.56,29952,1.01,1.9595,15.00,22,13.37,7.45,0.0000,0.00,7.51,1328.1,9,35
289920,14.40,7,55,0.60,1349,14.57,28544,1.01,1.9603,15.00,22,13.45,7.45,0.0000,0.00,7.51,1328.1,9,35
290025,14.32,7,55,0.60,1348,14.35,28160,1.01,1.9520,15.00,22,13.36,7.45,0.0000,0.00,7.51,1328.1,9,35
290129,14.40,7,55,0.60,1343,14.56,29952,1.01,1.9603,15.00,22,13.31,7.45,0.0000,0.00,7.50,1328.1,9,35
290232,14.32,7,56,0.60,1350,14.59,30016,1.01,1.9598,15.00,22,13.45,7.45,0.0000,0.00,7.51,1328.1,9,35
290337,14.40,7,56,0.60,1345,14.59,29888,1.01,1.9607,15.00,22,13.38,7.45,0.0000,0.00,7.51,1328.1,9,35
290441,14.32,7,56,0.60,1353,14.57,29888,1.01,1.9605,15.00,22,13.25,7.84,0.0000,0.00,7.50,1328.1,9,35
290544,14.40,7,56,0.60,1341,14.56,30080,1.01,1.9595,15.00,22,13.33,7.45,0.0000,0.00,7.51,1328.1,9,35
290648,14.32,7,56,0.60,1339,14.59,29888,1.01,1.9618,15.00,22,13.29,7.84,0.0000,0.00,7.51,1328.1,9,35
290752,14.40,7,56,0.60,1336,14.57,29824,1.01,1.9620,15.00,22,13.39,7.45,0.0000,0.00,7.50,1328.1,9,35
290857,14.40,7,56,0.60,1344,14.57,29952,1.01,1.9663,15.00,22,13.30,7.84,0.0000,0.00,7.51,1328.1,9,35
290961,14.40,7,56,0.60,1335,14.83,31616,1.01,1.9667,15.00,22,13.40,7.45,0.0000,0.00,7.50,1328.1,9,35
291064,14.32,7,56,0.60,1340,14.59,29824,1.01,1.9692,15.00,22,13.41,7.45,0.0000,0.00,7.50,1328.1,9,35
291168,14.40,7,56,0.60,1338,14.55,30016,1.01,1.9715,15.00,22,13.44,7.45,0.0000,0.00,7.51,1328.1,9,35
291272,14.40,7,56,0.60,1336,14.56,30016,1.01,1.9740,15.00,22,13.44,7.45,0.0000,0.00,7.50,1328.1,9,35
291376,14.40,7,56,0.60,1337,14.58,29888,1.01,1.9760,15.00,22,13.41,7.45,0.0000,0.00,7.50,1328.1,9,35
291480,14.40,7,56,0.60,1344,14.55,29888,1.01,1.9763,15.00,22,13.44,7.45,0.0000,0.00,7.50,1328.1,9,35
291584,14.32,7,56,0.60,1334,14.56,30080,1.01,1.9683,15.00,22,13.37,7.45,0.0000,0.00,7.51,1328.1,9,35
291688,14.32,7,56,0.60,1338,14.58,29888,1.01,1.9760,15.00,22,13.43,7.45,0.0000,0.00,7.50,1328.1,9,35
291793,14.24,7,56,0.60,1339,14.56,30016,1.01,1.9760,15.00,22,13.44,7.45,0.0000,0.00,7.50,1328.1,9,36
291898,14.32,7,56,0.60,1336,14.55,30080,1.01,1.9770,15.00,22,13.43,7.45,0.0000,0.00,7.50,1328.1,9,35
292002,14.16,7,56,0.60,1338,14.56,29824,1.01,1.9770,15.00,22,13.30,7.45,0.0000,0.00,7.50,1328.1,9,36
292107,14.24,7,56,0.60,1335,14.33,28224,1.01,1.9772,15.00,22,13.46,7.45,0.0000,0.00,7.50,1328.1,9,35
292210,14.32,7,56,0.60,1334,14.49,30080,1.01,1.9763,15.00,22,13.40,7.45,0.0000,0.00,7.51,1328.1,9,36
292315,14.32,7,56,0.60,1340,14.58,30016,1.01,1.9775,15.00,22,13.47,7.45,0.0000,0.00,7.50,1328.1,9,35
292419,14.24,7,56,0.60,1344,14.58,29888,1.01,1.9785,15.00,22,13.44,7.45,0.0000,0.00,7.50,1328.1,9,35
292523,14.32,7,56,0.60,1341,14.55,30016,1.01,1.9780,15.00,22,13.48,7.45,0.0000,0.00,7.51,1328.1,9,35
292628,14.16,7,56,0.60,1337,14.58,30080,1.01,1.9775,15.00,22,13.42,7.45,0.0000,0.00,7.50,1328.1,9,35
292731,14.40,7,56,0.60,1342,14.58,29888,1.01,1.9780,15.00,22,13.38,7.45,0.0000,0.00,7.50,1328.1,9,35
292835,14.24,7,56,0.60,1336,14.56,29952,1.01,1.9772,15.00,22,13.43,7.45,0.0000,0.00,7.50,1328.1,9,35
292939,14.32,7,56,0.60,1336,14.56,30080,1.01,1.9778,15.00,22,13.41,7.45,0.0000,0.00,7.50,1328.1,9,35
293042,14.32,7,56,0.60,1344,14.59,31424,1.01,1.9785,15.00,22,13.30,7.45,0.0000,0.00,7.50,1328.1,9,35
293147,14.32,7,56,0.60,1341,14.56,29888,1.01,1.9778,15.00,22,13.56,7.45,0.0000,0.00,7.50,1328.1,9,35
293250,14.32,7,56,0.60,1342,14.56,30080,1.01,1.9775,15.00,22,13.38,7.45,0.0000,0.00,7.50,1328.1,9,35
293355,14.32,7,56,0.60,1355,14.56,29888,1.01,1.9765,15.00,22,13.36,7.45,0.0000,0.00,7.50,1328.1,9,35
293458,14.32,7,56,0.60,1347,14.58,29952,1.01,1.9728,15.00,22,13.45,7.45,0.0000,0.00,7.50,1328.1,9,35
293563,14.24,7,56,0.60,1349,14.55,30016,1.01,1.9692,15.00,22,13.38,7.45,0.0000,0.00,7.50,1328.1,9,35
293666,14.32,7,56,0.60,1354,14.58,30080,1.01,1.9667,15.00,22,13.32,7.45,0.0000,0.00,7.50,1328.1,9,35
293771,14.32,7,56,0.60,1352,14.58,29888,1.01,1.9645,15.00,22,13.47,7.45,0.0000,0.00,7.51,1328.1,9,35
293874,14.24,7,56,0.60,1343,14.08,26944,1.01,1.9627,15.00,22,13.35,7.45,0.0000,0.00,7.50,1328.1,9,35
293979,14.32,7,56,0.60,1348,14.57,30080,1.01,1.9610,15.00,22,13.33,7.45,0.0000,0.00,7.50,1328.1,9,35
294082,14.24,7,56,0.60,1343,14.58,29952,1.01,1.9603,15.00,22,13.40,7.45,0.0000,0.00,7.50,1328.1,9,35
294186,14.32,7,56,0.60,1344,14.50,28288,1.01,1.9600,15.00,22,13.31,7.45,0.0000,0.00,7.50,1328.1,9,35
294290,14.32,7,56,0.60,1348,14.31,28480,1.01,1.9600,15.00,22,13.37,7.45,0.0000,0.00,7.50,1328.1,9,35
294394,14.32,7,56,0.60,1347,14.59,29952,1.01,1.9610,15.00,22,13.37,7.45,0.0000,0.00,7.50,1328.1,9,35
294498,14.32,7,56,0.60,1339,14.57,29952,1.01,1.9605,15.00,22,13.33,7.45,0.0000,0.00,7.50,1328.1,9,35
294602,14.32,7,56,0.60,1348,14.56,30016,1.01,1.9603,15.00,22,13.43,7.45,0.0000,0.00,7.50,1328.1,9,35
294706,14.32,7,56,0.60,1339,14.58,30080,1.01,1.9612,15.00,22,13.37,7.45,0.0000,0.00,7.50,1328.1,9,35
294810,14.32,7,56,0.60,1342,14.58,29824,1.01,1.9605,15.00,22,13.31,7.45,0.0000,0.00,7.50,1328.1,9,35
294914,14.32,7,56,0.60,1348,14.55,30080,1.01,1.9615,15.00,22,13.38,7.45,0.0000,0.00,7.49,1328.1,9,35
295017,14.32,7,56,0.60,1346,14.57,30016,1.01,1.9612,15.00,22,13.54,7.45,0.0000,0.00,7.49,1328.1,9,35
295122,14.32,7,56,0.60,1342,14.59,29952,1.01,1.9632,15.00,23,13.39,7.45,0.0000,0.00,7.49,1328.1,9,35
295225,14.32,7,56,0.60,1351,14.81,30912,1.01,1.9625,15.00,22,13.37,7.45,0.0000,0.00,7.50,1328.1,9,35
295330,14.32,7,56,0.60,1345,14.56,30080,1.01,1.9623,15.00,22,13.44,7.45,0.0000,0.00,7.50,1328.1,9,35
295434,14.32,7,56,0.60,1348,14.59,29952,1.01,1.9612,15.00,22,13.42,7.45,0.0000,0.00,7.50,1328.1,9,35
295538,14.32,7,56,0.60,1356,14.56,29888,1.01,1.9585,15.00,23,13.31,7.45,0.0000,0.00,7.49,1328.1,9,35
295641,14.24,7,56,0.60,1354,14.56,30016,1.01,1.9580,15.00,23,13.52,7.45,0.0000,0.00,7.49,1328.1,9,35
295746,14.16,7,56,0.59,1348,14.58,30080,1.01,1.9558,15.00,23,13.45,7.45,0.0000,0.00,7.49,1328.1,9,35
295849,14.32,7,56,0.59,1357,14.58,29824,1.01,1.9552,15.00,22,13.45,7.45,0.0000,0.00,7.50,1328.1,9,35
295954,14.16,7,56,0.59,1354,14.55,30016,1.01,1.9520,15.00,22,13.31,7.45,0.0000,0.00,7.49,1328.1,9,35
296057,14.40,7,56,0.59,1356,14.57,30016,1.01,1.9493,15.00,23,13.38,7.45,0.0000,0.00,7.49,1328.1,9,35
296161,14.40,7,56,0.59,1363,14.58,29888,1.01,1.9465,15.00,23,13.43,7.45,0.0000,0.00,7.49,1328.1,9,35
296265,14.32,7,56,0.59,1359,14.54,29760,1.01,1.9447,15.00,23,13.38,7.45,0.0000,0.00,7.50,1328.1,9,35
296369,14.40,7,56,0.59,1356,14.32,28480,1.01,1.9433,15.00,23,13.24,7.45,0.0000,0.00,7.49,1328.1,9,35
296473,14.40,7,56,0.59,1354,14.60,29952,1.01,1.9427,15.00,22,13.32,7.45,0.0000,0.00,7.49,1328.1,9,35
296577,14.40,7,56,0.59,1348,14.57,29888,1.01,1.9423,15.00,22,13.23,7.45,0.0000,0.00,7.50,1328.1,9,35
296680,14.32,7,56,0.59,1349,14.57,30016,1.01,1.9518,15.00,22,13.32,7.45,0.0000,0.00,7.49,1328.1,9,35
296785,14.40,7,56,0.59,1358,14.58,29952,1.01,1.9440,15.00,23,13.32,7.45,0.0000,0.00,7.49,1328.1,9,35
296889,14.32,7,56,0.59,1349,14.58,29760,1.01,1.9455,15.00,23,13.42,7.45,0.0000,0.00,7.49,1328.1,9,35
296992,14.40,7,56,0.59,1348,14.54,30016,1.01,1.9475,15.00,23,13.45,7.45,0.0000,0.00,7.49,1328.1,9,35
297097,14.40,7,56,0.59,1360,14.58,29952,1.01,1.9483,15.00,22,13.44,7.45,0.0000,0.00,7.48,1328.1,9,35
297200,14.32,7,56,0.59,1357,14.58,29888,1.01,1.9480,15.00,22,13.29,7.45,0.0000,0.00,7.49,1328.1,9,35
297304,14.32,7,56,0.59,1359,14.57,31552,1.01,1.9463,15.00,22,13.32,7.45,0.0000,0.00,7.49,1328.1,9,35
297409,14.40,7,56,0.59,1353,14.57,30080,1.01,1.9447,15.00,23,13.52,7.45,0.0000,0.00,7.49,1328.1,9,35
297512,14.32,7,56,0.59,1350,14.59,29952,1.01,1.9450,15.00,23,13.32,7.45,0.0000,0.00,7.49,1328.1,9,35
297617,14.40,7,56,0.59,1358,14.55,29824,1.01,1.9453,15.00,23,13.27,7.45,0.0000,0.00,7.49,1328.1,9,35
297720,14.40,7,56,0.59,1347,14.56,30080,1.01,1.9443,15.00,22,13.32,7.45,0.0000,0.00,7.49,1328.1,9,35
297824,14.32,7,56,0.59,1350,14.59,30016,1.01,1.9450,15.00,22,13.38,7.45,0.0000,0.00,7.49,1328.1,9,35
297928,14.40,7,56,0.59,1351,14.58,29888,1.01,1.9480,15.00,22,13.24,7.45,0.0000,0.00,7.49,1328.1,9,35
298032,14.32,7,56,0.59,1348,14.56,30080,1.01,1.9498,15.00,23,13.42,7.45,0.0000,0.00,7.49,1328.1,9,35
298135,14.32,7,56,0.59,1340,14.58,30080,1.01,1.9493,15.00,23,13.36,7.45,0.0000,0.00,7.48,1328.1,9,35
298240,14.32,7,56,0.59,1350,14.59,29888,1.01,1.9513,15.00,23,13.26,7.45,0.0000,0.00,7.48,1328.1,9,35
298344,14.32,7,56,0.59,1338,14.56,29952,1.01,1.9538,15.00,23,13.34,7.45,0.0000,0.00,7.49,1328.1,9,35
298447,14.40,7,56,0.60,1340,14.35,28480,1.01,1.9563,15.00,23,13.28,7.45,0.0000,0.00,7.49,1328.1,9,35
298552,14.40,7,56,0.60,1346,14.34,28352,1.01,1.9592,15.00,23,13.34,7.45,0.0000,0.00,7.49,1328.1,9,35
298655,14.32,7,56,0.60,1342,14.56,29888,1.01,1.9592,15.00,23,13.41,7.45,0.0000,0.00,7.49,1328.1,9,35
298760,14.32,7,56,0.60,1344,14.57,30144,1.01,1.9600,15.00,23,13.24,7.45,0.0000,0.00,7.49,1328.1,9,35
298863,14.32,7,56,0.60,1355,14.59,29952,1.01,1.9595,15.00,23,13.39,7.45,0.0000,0.00,7.49,1328.1,9,35
298968,14.32,7,56,0.60,1349,14.58,29888,1.01,1.9607,15.00,23,13.33,7.45,0.0000,0.00,7.48,1328.1,9,35
299071,14.32,7,56,0.60,1350,14.56,30016,1.01,1.9590,15.00,23,13.36,7.45,0.0000,0.00,7.49,1328.1,9,35
299175,14.32,7,56,0.60,1350,14.59,30080,1.01,1.9587,15.00,23,13.39,7.45,0.0000,0.00,7.48,1328.1,9,35
299280,14.32,7,56,0.60,1346,14.57,29824,1.01,1.9592,15.00,23,13.46,7.45,0.0000,0.00,7.48,1328.1,9,35
299383,14.32,7,56,0.60,1345,14.56,30016,1.01,1.9583,15.00,23,13.36,7.45,0.0000,0.00,7.48,1328.1,9,35
299487,14.40,7,56,0.60,1348,14.81,30208,1.01,1.9578,15.00,23,13.24,7.45,0.0000,0.00,7.49,1328.1,9,35
299591,14.32,7,56,0.60,1336,14.59,29888,1.01,1.9578,15.00,23,13.36,7.45,0.0000,0.00,7.48,1328.1,9,35
299695,14.40,7,56,0.60,1343,14.56,29888,1.01,1.9580,15.00,22,13.32,7.45,0.0000,0.00,7.48,1328.1,9,35
299799,14.32,7,56,0.60,1348,14.56,30144,1.01,1.9585,15.00,23,13.36,7.45,0.0000,0.00,7.48,1328.1,9,35
299903,14.32,7,56,0.60,1341,14.59,29952,1.01,1.9600,15.00,23,13.39,7.45,0.0000,0.00,7.49,1328.1,9,35
300006,14.32,7,56,0.60,1338,14.58,29888,1.01,1.9632,15.00,23,13.30,7.45,0.0000,0.00,7.48,1328.1,9,35
300111,14.40,7,56,0.60,1346,14.56,30080,1.01,1.9627,15.00,23,13.32,7.45,0.0000,0.00,7.48,1328.1,9,35
300215,14.32,7,56,0.60,1343,14.58,30080,1.01,1.9640,15.00,23,13.44,7.45,0.0000,0.00,7.48,1328.1,9,35
300318,14.40,7,56,0.60,1349,14.58,29888,1.01,1.9652,15.00,22,13.38,7.45,0.0000,0.00,7.48,1328.1,9,35
300423,14.32,7,56,0.60,1350,14.56,30080,1.01,1.9640,15.00,22,13.37,7.45,0.0000,0.00,7.48,1328.1,9,35
300526,14.32,7,56,0.60,1345,14.56,29888,1.01,1.9638,15.00,23,13.43,7.45,0.0000,0.00,7.48,1328.1,9,35
300631,14.32,7,56,0.60,1343,14.35,28352,1.01,1.9640,15.00,23,13.30,7.45,0.0000,0.00,7.47,1328.1,9,35
300734,14.32,7,56,0.60,1348,14.58,29888,1.01,1.9623,15.00,23,13.42,7.45,0.0000,0.00,7.48,1328.1,9,35
300838,14.32,7,56,0.60,1340,14.57,30144,1.01,1.9625,15.00,23,13.36,7.45,0.0000,0.00,7.48,1328.1,9,35
300942,14.40,7,56,0.60,1341,14.16,26816,1.01,1.9612,15.00,22,13.40,7.45,0.0000,0.00,7.48,1328.1,9,35
301047,14.32,7,56,0.60,1347,14.56,30016,1.01,1.9615,15.00,22,13.36,7.45,0.0000,0.00,7.48,1328.1,9,35
301152,14.40,7,56,0.60,1346,14.56,29952,1.01,1.9610,15.00,22,13.58,7.45,0.0000,0.00,7.48,1328.1,9,35
301255,14.32,7,56,0.60,1346,14.12,26944,1.01,1.9625,15.00,23,13.27,7.45,0.0000,0.00,7.48,1328.1,9,35
301359,14.40,7,56,0.60,1356,14.57,29824,1.01,1.9612,15.00,23,13.35,7.45,0.0000,0.00,7.48,1328.1,9,35
301464,14.32,7,56,0.60,1342,14.55,30016,1.01,1.9612,15.00,23,13.45,7.45,0.0000,0.00,7.47,1328.1,9,35
301567,14.40,7,56,0.60,1347,14.79,31680,1.01,1.9612,15.00,23,13.39,7.45,0.0000,0.00,7.48,1328.1,9,35
301671,14.32,7,56,0.60,1355,14.58,29824,1.01,1.9583,15.00,23,13.31,7.45,0.0000,0.00,7.47,1328.1,9,35
301774,14.32,7,56,0.60,1353,14.55,29952,1.01,1.9565,15.00,23,13.32,7.45,0.0000,0.00,7.47,1328.1,9,35
301879,14.32,7,56,0.59,1348,14.56,29952,1.01,1.9558,15.00,23,13.40,7.45,0.0000,0.00,7.48,1328.1,9,35
301983,14.32,7,56,0.59,1355,14.58,29824,1.01,1.9525,15.00,23,13.25,7.45,0.0000,0.00,7.48,1328.1,9,35
302086,14.32,7,56,0.59,1347,14.57,29888,1.01,1.9498,15.00,23,13.34,7.45,0.0000,0.00,7.47,1328.1,9,35
302191,14.32,7,56,0.59,1351,14.09,27968,1.01,1.9490,15.00,23,13.35,7.45,0.0000,0.00,7.47,1328.1,9,35
302295,14.32,7,56,0.59,1348,14.60,29952,1.01,1.9478,15.00,23,13.23,7.45,0.0000,0.00,7.47,1328.1,9,35
302398,14.32,7,56,0.59,1345,14.57,29888,1.01,1.9493,15.00,23,13.29,7.45,0.0000,0.00,7.48,1328.1,9,35
302503,14.32,7,56,0.59,1345,14.56,30080,1.01,1.9480,15.00,23,13.27,7.45,0.0000,0.00,7.47,1328.1,9,35
302606,14.32,7,56,0.59,1354,14.58,29888,1.01,1.9465,15.00,23,13.35,7.45,0.0000,0.00,7.47,1328.1,9,35
302711,14.32,7,56,0.59,1344,14.34,28288,1.01,1.9470,15.00,23,13.31,7.45,0.0000,0.00,7.48,1328.1,9,35
302814,14.24,7,56,0.59,1350,14.31,29632,1.01,1.9447,15.00,23,13.20,7.45,0.0000,0.00,7.47,1328.1,9,35
302918,14.32,7,56,0.59,1350,14.58,30080,1.01,1.9453,15.00,23,13.29,7.45,0.0000,0.00,7.47,1328.1,9,35
303023,14.32,7,56,0.59,1350,14.58,29888,1.01,1.9458,15.00,23,13.31,7.45,0.0000,0.00,7.47,1328.1,9,35
303126,14.24,7,56,0.59,1345,14.55,30016,1.01,1.9440,15.00,23,13.25,7.45,0.0000,0.00,7.48,1328.1,9,35
303230,14.32,7,56,0.59,1355,14.57,30016,1.01,1.9440,15.00,23,13.31,7.45,0.0000,0.00,7.47,1328.1,9,35
303334,14.24,7,56,0.59,1347,14.58,29952,1.01,1.9427,15.00,23,13.26,7.45,0.0000,0.00,7.47,1328.1,9,35
303438,14.32,7,56,0.59,1352,14.55,29888,1.01,1.9445,15.00,23,13.29,7.45,0.0000,0.00,7.47,1328.1,9,35
303541,14.16,7,56,0.59,1354,14.56,30016,1.01,1.9435,15.00,23,13.33,7.45,0.0000,0.00,7.48,1328.1,9,35
303646,14.40,7,56,0.59,1349,14.58,29888,1.01,1.9433,15.00,23,13.26,7.45,0.0000,0.00,7.47,1328.1,9,35
303750,14.16,7,56,0.59,1345,14.80,29888,1.01,1.9443,15.00,23,13.36,7.45,0.0000,0.00,7.47,1328.1,9,35
303855,14.40,7,56,0.59,1352,14.54,30080,1.01,1.9447,15.00,23,13.43,7.45,0.0000,0.00,7.47,1328.1,9,35
303958,14.24,7,56,0.59,1342,14.58,29888,1.01,1.9460,15.00,23,13.27,7.45,0.0000,0.00,7.47,1328.1,9,35
304063,14.32,7,56,0.59,1342,14.56,29888,1.01,1.9473,15.00,23,13.15,7.45,0.0000,0.00,7.47,1328.1,9,35
304166,14.16,7,56,0.59,1346,14.55,30016,1.01,1.9480,15.00,23,13.41,7.45,0.0000,0.00,7.47,1328.1,9,35
304271,14.40,7,56,0.59,1344,14.57,30016,1.01,1.9443,15.00,23,13.40,7.45,0.0000,0.00,7.47,1328.1,9,35
304374,14.16,7,56,0.59,1344,14.58,29824,1.01,1.9530,15.00,23,13.25,7.45,0.0000,0.00,7.46,1328.1,9,35
304478,14.40,7,56,0.59,1356,14.54,30016,1.01,1.9507,15.00,23,13.36,7.45,0.0000,0.00,7.47,1328.1,9,35
304582,14.32,7,57,0.59,1350,14.58,30080,1.01,1.9507,15.00,23,13.27,7.45,0.0000,0.00,7.47,1328.1,9,35
304686,14.32,7,57,0.59,1353,14.59,29824,1.01,1.9505,15.00,23,13.30,7.45,0.0000,0.00,7.47,1328.1,9,35
304790,14.32,7,57,0.59,1356,14.53,29440,1.01,1.9480,15.00,23,13.35,7.45,0.0000,0.00,7.47,1328.1,9,35
304894,14.40,7,57,0.59,1352,14.32,28416,1.01,1.9460,15.00,23,13.31,7.45,0.0000,0.00,7.47,1328.1,9,35
304998,14.40,7,57,0.59,1348,14.60,29888,1.01,1.9435,15.00,23,13.30,7.45,0.0000,0.00,7.47,1328.1,9,35
305102,14.32,7,57,0.59,1360,14.57,29824,1.01,1.9410,15.00,23,13.43,7.45,0.0000,0.00,7.46,1328.1,9,35
305206,14.40,7,57,0.59,1354,14.56,30080,1.01,1.9410,15.00,23,13.22,7.45,0.0000,0.00,7.47,1328.1,9,35
305309,14.40,7,57,0.59,1360,14.59,29952,1.01,1.9387,15.00,23,13.24,7.45,0.0000,0.00,7.47,1328.1,9,35
305414,14.40,7,57,0.59,1358,14.57,29888,1.01,1.9365,15.00,23,13.31,7.45,0.0000,0.00,7.46,1328.1,9,35
305518,14.32,7,57,0.59,1358,14.55,30080,1.01,1.9323,15.00,23,13.25,7.45,0.0000,0.00,7.47,1328.1,9,35
305622,14.40,7,57,0.59,1364,14.57,30080,1.01,1.9300,15.00,23,13.14,7.45,0.0000,0.00,7.47,1328.1,9,35
305726,14.32,7,57,0.59,1352,14.58,29888,1.01,1.9270,15.00,23,13.27,7.45,0.0000,0.00,7.47,1328.1,9,35
305829,14.32,7,57,0.59,1355,14.79,31616,1.01,1.9275,15.00,23,13.12,7.45,0.0000,0.00,7.46,1328.1,9,35
305934,14.32,7,57,0.59,1354,14.58,30080,1.01,1.9280,15.00,23,12.98,7.45,0.0000,0.39,5.72,1328.1,0,35
306037,14.32,7,57,0.58,1352,14.58,29888,0.99,1.8675,22.00,23,11.58,5.49,-0.0414,1.18,5.76,1328.1,0,34
306141,14.32,7,57,0.56,1343,14.55,29888,0.95,1.7352,22.50,23,10.65,5.88,-0.0553,1.18,5.83,1328.1,0,30
306246,14.40,7,57,0.53,1318,14.56,30080,0.95,1.6478,23.50,23,10.20,5.88,-0.0507,1.18,6.47,1328.1,0,29
306349,14.32,7,57,0.51,1291,14.60,29952,0.96,1.6198,23.50,23,10.45,6.67,-0.0247,1.96,6.59,1328.1,0,29
306454,14.16,7,57,0.51,1259,14.56,26944,1.00,1.6567,23.50,23,10.51,6.67,-0.0037,1.96,6.59,1328.1,0,30
306557,14.32,7,57,0.51,1240,14.10,27008,1.00,1.6487,23.50,23,10.51,6.67,-0.0021,1.96,6.66,1328.1,0,31
306661,14.40,7,57,0.51,1229,13.84,23360,1.01,1.6695,23.00,23,10.66,7.06,0.0000,1.96,6.72,1328.1,0,31
306766,14.40,7,57,0.51,1224,13.56,23360,1.01,1.6873,23.00,23,10.84,7.06,0.0206,1.96,6.72,1328.1,0,32
306869,14.32,7,57,0.52,1225,13.56,23424,1.01,1.7045,22.50,23,10.97,7.06,0.0234,1.96,6.72,1328.1,0,33
306972,14.08,7,57,0.53,1226,13.34,21888,1.01,1.7345,22.50,23,10.99,7.06,0.0039,1.96,6.72,1328.1,0,33
307077,14.40,7,57,0.53,1228,13.87,26688,1.01,1.7568,22.00,23,11.33,7.06,0.0049,1.96,6.72,1328.1,0,33
307180,14.32,7,57,0.54,1228,14.08,26944,1.01,1.7765,22.00,23,11.49,7.06,0.0060,1.96,6.72,1328.1,0,34
307285,14.40,7,57,0.54,1232,14.11,26944,1.01,1.7953,22.00,23,11.44,7.06,0.0066,1.96,6.72,1328.1,0,34
307388,14.32,7,57,0.55,1238,14.59,29888,1.01,1.8070,22.00,23,11.60,7.06,0.0068,1.96,6.72,1328.1,0,34
307493,14.24,7,57,0.55,1243,14.56,30016,1.01,1.8153,22.00,23,11.52,7.06,0.0067,1.96,6.72,1328.1,0,34
307596,14.40,7,57,0.55,1254,14.56,30080,1.01,1.8205,22.00,23,11.60,7.06,0.0064,1.96,6.72,1328.1,0,34
